"Text"   ,"FirstPerson","InnerThinking","ThinkPositive","ThinkNegative","ThinkAhead","ThinkBack","Reasoning","Share_SocTies","Direct_Activity","Interacting","Notifying","LinearGuidance","WordPicture","SpaceInterval","Motion","PastEvents","TimeInterval","ShiftingEvents","Text_Coverage","Genre","Counter","Corpus","Corp.Genre"
aFR8.txt ,0            ,2.66           ,0.34           ,1.16           ,1.46        ,0.69       ,2.06       ,2.19           ,0.26             ,0.13         ,2.79       ,5.58            ,4.34         ,0.95           ,0.26    ,1.29        ,1.33          ,1.12            ,28.61          ,1      ,543      ,2       ,201
aFR9.txt ,0            ,2.1            ,0.3            ,2.48           ,1.75        ,0.86       ,1.93       ,2.23           ,0.26             ,0.09         ,2.01       ,4.28            ,5.73         ,0.81           ,0.21    ,1.63        ,1.8           ,0.86            ,29.33          ,1      ,544      ,2       ,201
bFR1.txt ,0.13         ,2.46           ,0.96           ,1.62           ,1.58        ,0.44       ,2.37       ,2.81           ,0.61             ,0.35         ,2.41       ,3.73            ,5.96         ,1.05           ,0.44    ,1.45        ,1.27          ,0.92            ,30.56          ,2      ,545      ,2       ,202
bFR10.txt,0            ,2.77           ,0.95           ,1.51           ,1.56        ,0.56       ,2.55       ,2.68           ,0.43             ,0.35         ,2.64       ,3.03            ,4.11         ,0.78           ,0.52    ,0.99        ,1.21          ,0.56            ,27.2           ,2      ,546      ,2       ,202
bFR11.txt,1.14         ,3.16           ,0.46           ,2.61           ,0.84        ,0.55       ,2.74       ,2.02           ,0.17             ,2.23         ,2.11       ,3.66            ,6.02         ,0.63           ,0.51    ,1.73        ,0.93          ,0.8             ,32.31          ,2      ,547      ,2       ,202
bFR12.txt,0.3          ,2.58           ,1.2            ,1.81           ,1.16        ,0.43       ,2.28       ,2.75           ,0.39             ,0.43         ,2.15       ,4.64            ,6.1          ,0.73           ,0.56    ,1.76        ,1.12          ,0.77            ,31.16          ,2      ,548      ,2       ,202
bFR13.txt,0.49         ,3.55           ,0.58           ,1.91           ,1.78        ,0.31       ,3.6        ,3.29           ,0.22             ,1.6          ,2.75       ,5.73            ,6.04         ,0.62           ,0.22    ,0.89        ,0.89          ,0.4             ,34.87          ,2      ,549      ,2       ,202
bFR14.txt,0.56         ,2.84           ,0.6            ,1.55           ,1.68        ,0.56       ,2.97       ,2.23           ,0.3              ,0.95         ,1.8        ,4.56            ,6.66         ,0.77           ,0.47    ,2.02        ,1.8           ,0.69            ,33.01          ,2      ,550      ,2       ,202
bFR15.txt,0.61         ,4.02           ,0.65           ,1.35           ,2.01        ,0.65       ,2.97       ,2.27           ,0.09             ,0.74         ,2.71       ,2.36            ,5.76         ,1.27           ,0.7     ,1.44        ,1.31          ,1.09            ,32             ,2      ,551      ,2       ,202
bFR16.txt,0            ,2.62           ,0.31           ,2              ,2.31        ,0.58       ,3.73       ,3.38           ,0.44             ,0.36         ,3.78       ,2.49            ,4.14         ,0.8            ,0.31    ,1.33        ,1.2           ,0.44            ,30.22          ,2      ,552      ,2       ,202
bFR17.txt,1.19         ,3.01           ,1.02           ,2.51           ,1.4         ,0.38       ,3.01       ,2.76           ,0.34             ,0.81         ,2.93       ,4.54            ,6.58         ,0.81           ,0.34    ,0.72        ,1.27          ,0.76            ,34.38          ,2      ,553      ,2       ,202
bFR18.txt,0.08         ,2.44           ,0.57           ,1.79           ,0.97        ,0.49       ,1.5        ,2.15           ,0.16             ,0.57         ,2.07       ,3.94            ,3.09         ,0.61           ,0.24    ,1.83        ,1.3           ,0.53            ,24.33          ,2      ,554      ,2       ,202
bFR19.txt,0.97         ,2.88           ,0.93           ,2.33           ,1.27        ,1.14       ,2.79       ,2.66           ,0.34             ,0.72         ,2.28       ,4.95            ,6.39         ,0.76           ,0.25    ,1.57        ,1.27          ,0.85            ,34.35          ,2      ,555      ,2       ,202
bFR2.txt ,0.04         ,3.21           ,0.91           ,2.08           ,1.73        ,0.56       ,3.9        ,2.99           ,0.3              ,0.43         ,2.6        ,3.25            ,5.37         ,0.52           ,0.43    ,2.08        ,1.6           ,0.56            ,32.56          ,2      ,556      ,2       ,202
bFR20.txt,0.04         ,2.22           ,1.03           ,2.14           ,1.5         ,0.47       ,2.26       ,4.23           ,0.34             ,0.21         ,2.69       ,2.99            ,3.93         ,0.6            ,0.38    ,1.28        ,0.9           ,0.56            ,27.77          ,2      ,557      ,2       ,202
bFR21.txt,1.04         ,2.52           ,0.56           ,2              ,1.74        ,0.35       ,2.91       ,2.35           ,0.3              ,0.78         ,2.91       ,3.08            ,4.39         ,0.83           ,0.26    ,1.43        ,1.04          ,0.35            ,28.84          ,2      ,558      ,2       ,202
bFR22.txt,0.78         ,2.77           ,0.52           ,1.56           ,1.43        ,0.26       ,3.11       ,3.33           ,0.73             ,0.82         ,2.25       ,2.72            ,5.57         ,0.73           ,0.52    ,0.78        ,0.86          ,0.43            ,29.17          ,2      ,559      ,2       ,202
bFR23.txt,0.88         ,3.18           ,0.35           ,1.77           ,1.77        ,0.22       ,2.52       ,2.34           ,0.66             ,1.5          ,3.05       ,2.25            ,4.32         ,1.32           ,0.44    ,1.02        ,1.63          ,0.57            ,29.79          ,2      ,560      ,2       ,202
bFR24.txt,1.43         ,3.65           ,0.71           ,1.76           ,1.09        ,0.5        ,2.73       ,3.32           ,0.46             ,0.38         ,2.85       ,3.36            ,3.06         ,0.71           ,0.04    ,1.13        ,0.92          ,0.42            ,28.52          ,2      ,561      ,2       ,202
bFR25.txt,0.69         ,2.49           ,0.56           ,1.8            ,1.25        ,0.52       ,2.92       ,1.85           ,0.56             ,1.25         ,2.84       ,2.71            ,5.03         ,1.07           ,0.34    ,1.29        ,0.99          ,0.52            ,28.68          ,2      ,562      ,2       ,202
bFR26.txt,0.13         ,2.1            ,0.66           ,1.53           ,2.14        ,0.22       ,2.45       ,3.41           ,0.61             ,1.05         ,3.19       ,2.84            ,3.72         ,0.61           ,0.17    ,0.87        ,1.53          ,0.57            ,27.8           ,2      ,563      ,2       ,202
bFR27.txt,1.92         ,2.62           ,0.9            ,2.21           ,0.78        ,0.29       ,2.33       ,3.27           ,0.29             ,0.86         ,2.04       ,3.43            ,4.54         ,0.49           ,0.25    ,1.31        ,1.47          ,0.45            ,29.45          ,2      ,564      ,2       ,202
bFR3.txt ,0            ,2.82           ,0.62           ,1.72           ,2.07        ,0.4        ,3.17       ,3.26           ,0.88             ,0.84         ,2.33       ,2.95            ,4.54         ,0.84           ,0.66    ,0.93        ,2.38          ,1.15            ,31.56          ,2      ,565      ,2       ,202
bFR4.txt ,0.04         ,2.33           ,0.69           ,1.34           ,1.03        ,0.52       ,3.62       ,2.46           ,0.26             ,0.47         ,2.8        ,3.53            ,4.31         ,1.12           ,0.52    ,1.34        ,1.47          ,0.86            ,28.71          ,2      ,566      ,2       ,202
bFR5.txt ,0            ,2.41           ,0.44           ,1.75           ,1.53        ,0.53       ,2.63       ,2.06           ,0.22             ,0.44         ,2.8        ,4.07            ,4.03         ,1.14           ,1.09    ,1.71        ,1.01          ,0.83            ,28.69          ,2      ,567      ,2       ,202
bFR6.txt ,0.39         ,3.07           ,0.82           ,1.73           ,1.73        ,0.47       ,3.41       ,2.37           ,0.39             ,0.26         ,2.68       ,5.61            ,4.36         ,0.73           ,0.26    ,2.03        ,1.86          ,0.47            ,32.64          ,2      ,568      ,2       ,202
bFR7.txt ,0            ,3.51           ,0.85           ,2.11           ,1.71        ,0.72       ,4          ,3.01           ,0.31             ,0.81         ,2.43       ,3.46            ,5.48         ,1.03           ,0.27    ,1.12        ,0.9           ,0.63            ,32.35          ,2      ,569      ,2       ,202
bFR8.txt ,0.52         ,2.38           ,0.95           ,0.74           ,1.3         ,0.87       ,1.82       ,1.52           ,0.22             ,0.65         ,2.82       ,5.2             ,4.85         ,0.87           ,0.35    ,2.04        ,2.34          ,0.95            ,30.39          ,2      ,570      ,2       ,202
bFR9.txt ,0            ,2.91           ,0.69           ,1.56           ,1.82        ,0.87       ,3.3        ,2.69           ,0.3              ,0.61         ,2.78       ,3.17            ,4.34         ,1.08           ,0.61    ,1.13        ,1             ,0.74            ,29.6           ,2      ,571      ,2       ,202
cFR1.txt ,0.24         ,2.44           ,0.94           ,1.51           ,0.37        ,0.2        ,2.53       ,1.83           ,0.08             ,0.57         ,2.12       ,3.58            ,7.62         ,1.1            ,0.45    ,1.79        ,1.34          ,0.73            ,29.44          ,3      ,572      ,2       ,203
cFR10.txt,0.22         ,2.84           ,1.12           ,1.16           ,0.65        ,0.6        ,2.32       ,1.81           ,0.13             ,0.43         ,2.67       ,3.53            ,6.58         ,0.99           ,0.9     ,1.64        ,1.38          ,0.77            ,29.74          ,3      ,573      ,2       ,203
cFR11.txt,0.54         ,2.09           ,1.05           ,0.75           ,0.84        ,0.46       ,1.8        ,1.59           ,0.08             ,0.25         ,2.13       ,4.56            ,7.95         ,1.09           ,0.33    ,1.72        ,0.79          ,0.59            ,28.61          ,3      ,574      ,2       ,203
cFR12.txt,0.17         ,2.95           ,0.84           ,1.94           ,0.97        ,0.42       ,2.61       ,1.85           ,0.42             ,0.3          ,2.61       ,5.52            ,5.27         ,0.51           ,0.46    ,1.64        ,1.01          ,0.89            ,30.38          ,3      ,575      ,2       ,203
cFR13.txt,0.08         ,2.85           ,1.07           ,1.2            ,0.74        ,0.12       ,2.1        ,1.28           ,0                ,0.17         ,2.97       ,2.89            ,6.56         ,1.28           ,0.62    ,1.32        ,0.99          ,0.5             ,26.74          ,3      ,576      ,2       ,203
cFR14.txt,0.26         ,2.44           ,1.67           ,1.42           ,1.03        ,0.51       ,2.83       ,2.96           ,0.3              ,0.6          ,1.89       ,4.67            ,6.56         ,0.94           ,0.43    ,1.42        ,1.67          ,0.9             ,32.5           ,3      ,577      ,2       ,203
cFR15.txt,0.47         ,2.61           ,1.11           ,0.77           ,0.51        ,0.6        ,2.27       ,1.41           ,0.21             ,0.69         ,2.19       ,4.07            ,10.37        ,1.37           ,0.6     ,2.1         ,0.73          ,0.81            ,32.89          ,3      ,578      ,2       ,203
cFR16.txt,0.53         ,2.68           ,0.61           ,1.46           ,0.89        ,1.14       ,2.44       ,1.67           ,0.2              ,0.57         ,1.87       ,5.44            ,10.16        ,1.46           ,1.02    ,1.83        ,0.61          ,0.89            ,35.47          ,3      ,579      ,2       ,203
cFR17.txt,0.17         ,2.32           ,0.72           ,1.98           ,0.67        ,0.29       ,1.47       ,1.05           ,0                ,0.34         ,3.12       ,4               ,5.73         ,1.47           ,0.97    ,1.14        ,1.31          ,1.09            ,27.84          ,3      ,580      ,2       ,203
cFR2.txt ,0.72         ,1.95           ,0.89           ,2.58           ,1.14        ,0.59       ,1.78       ,1.69           ,0                ,0.21         ,2.37       ,4.99            ,5.46         ,0.93           ,0.38    ,1.48        ,1.31          ,1.65            ,30.12          ,3      ,581      ,2       ,203
cFR3.txt ,0.17         ,3.36           ,1.09           ,2.23           ,0.8         ,0.5        ,3.24       ,2.35           ,0.17             ,0.63         ,2.65       ,4.67            ,7.19         ,1.22           ,0.76    ,2.57        ,0.88          ,0.55            ,35.03          ,3      ,582      ,2       ,203
cFR4.txt ,0.47         ,3              ,1.67           ,1.88           ,0.86        ,0.26       ,2.27       ,1.76           ,0.13             ,0.39         ,3.17       ,3.68            ,8.44         ,1.03           ,0.69    ,0.86        ,1.37          ,0.51            ,32.44          ,3      ,583      ,2       ,203
cFR5.txt ,0.22         ,3.32           ,1.85           ,1.51           ,0.69        ,0.26       ,2.33       ,1.72           ,0.17             ,0.95         ,2.03       ,5.91            ,6.64         ,0.69           ,0.56    ,1.47        ,1.51          ,0.52            ,32.35          ,3      ,584      ,2       ,203
cFR6.txt ,0.04         ,2.19           ,1.33           ,1.49           ,0.66        ,0.37       ,1.7        ,2.61           ,0.08             ,0.29         ,2.61       ,5.18            ,6            ,0.99           ,0.21    ,1.66        ,1.16          ,0.87            ,29.44          ,3      ,585      ,2       ,203
cFR7.txt ,0            ,2.38           ,0.82           ,1.38           ,0.56        ,0.17       ,1.47       ,1.77           ,0.09             ,0.04         ,3.29       ,3.16            ,4.33         ,0.65           ,0.48    ,1.3         ,1.17          ,0.48            ,23.54          ,3      ,586      ,2       ,203
cFR8.txt ,0.08         ,1.33           ,0.92           ,1.37           ,1.29        ,0.25       ,1.75       ,1.83           ,0.37             ,0.33         ,2.54       ,3.08            ,5.79         ,1.29           ,0.37    ,0.62        ,0.75          ,0.5             ,24.46          ,3      ,587      ,2       ,203
cFR9.txt ,0            ,2.5            ,0.56           ,2.02           ,1.33        ,0.43       ,1.94       ,2.02           ,0.22             ,0.43         ,2.32       ,3.7             ,7.44         ,0.86           ,0.43    ,1.03        ,1.08          ,0.73            ,29.04          ,3      ,588      ,2       ,203
dFR1.txt ,0.31         ,3.04           ,0.35           ,1.41           ,1.01        ,0.4        ,2.33       ,4.88           ,0.26             ,0.18         ,3.61       ,3.39            ,2.2          ,0.31           ,0.22    ,1.14        ,0.84          ,0.57            ,26.45          ,4      ,589      ,2       ,204
dFR10.txt,0.52         ,4.12           ,0.4            ,0.48           ,0.68        ,0.28       ,2.48       ,2.44           ,0.32             ,2.48         ,3.4        ,4.43            ,2.68         ,0.56           ,0.16    ,1.32        ,0.8           ,0.44            ,27.99          ,4      ,590      ,2       ,204
dFR11.txt,0.22         ,3.05           ,1.21           ,1.3            ,0.85        ,0.54       ,3.46       ,3.55           ,0.13             ,0.04         ,3.91       ,2.92            ,4.85         ,0.63           ,0.31    ,2.2         ,0.85          ,0.36            ,30.38          ,4      ,591      ,2       ,204
dFR12.txt,0.58         ,4.36           ,0.4            ,1.78           ,2.18        ,0.53       ,4.85       ,4.09           ,0.62             ,0.49         ,3.56       ,4.36            ,1.78         ,0.27           ,0.04    ,0.98        ,0.4           ,0.27            ,31.54          ,4      ,592      ,2       ,204
dFR13.txt,0.17         ,3.35           ,0.47           ,0.39           ,0.52        ,0.34       ,3.44       ,2.24           ,0.13             ,0.09         ,4.39       ,3.48            ,3.91         ,0.86           ,0.3     ,1.12        ,1.03          ,0.99            ,27.22          ,4      ,593      ,2       ,204
dFR14.txt,0.04         ,2.56           ,0.53           ,1.46           ,1.01        ,0.66       ,2.73       ,3.53           ,0.22             ,0.04         ,2.78       ,3.26            ,3.93         ,0.79           ,0.09    ,2.73        ,1.9           ,0.62            ,28.88          ,4      ,594      ,2       ,204
dFR15.txt,0.94         ,2.66           ,0.73           ,0.99           ,0.47        ,0.26       ,3.18       ,2.75           ,0.39             ,0.43         ,2.75       ,4.21            ,3.91         ,0.64           ,0.17    ,0.86        ,0.99          ,0.56            ,26.89          ,4      ,595      ,2       ,204
dFR16.txt,0            ,2.06           ,0.64           ,1.55           ,1.8         ,0.21       ,2.58       ,2.1            ,0.34             ,0.13         ,2.88       ,5.06            ,4.94         ,0.52           ,0.17    ,3.13        ,1.89          ,0.39            ,30.39          ,4      ,596      ,2       ,204
dFR17.txt,1.27         ,2.63           ,1.44           ,1.15           ,1.7         ,0.3        ,2.46       ,3.35           ,0.72             ,2.37         ,3.05       ,5.17            ,4.71         ,1.15           ,0.42    ,1.53        ,1.27          ,0.55            ,35.24          ,4      ,597      ,2       ,204
dFR2.txt ,0.17         ,2.36           ,0.7            ,0.79           ,0.83        ,0.26       ,3.05       ,3.53           ,0.22             ,0.17         ,3.4        ,3.66            ,2.71         ,0.39           ,0.09    ,0.83        ,1.09          ,0.57            ,24.82          ,4      ,598      ,2       ,204
dFR3.txt ,0.09         ,3.31           ,0.3            ,0.77           ,1.25        ,0.47       ,2.58       ,3.09           ,0                ,0.43         ,3.05       ,3.69            ,2.06         ,0.6            ,0.17    ,0.86        ,1.25          ,0.39            ,24.36          ,4      ,599      ,2       ,204
dFR4.txt ,0.08         ,3.46           ,0.67           ,1.01           ,1.18        ,0.13       ,2.15       ,2.19           ,0.08             ,0.34         ,2.57       ,5.53            ,5.4          ,0.76           ,0.08    ,1.39        ,1.64          ,0.59            ,29.25          ,4      ,600      ,2       ,204
dFR5.txt ,0.22         ,2.29           ,2.81           ,2.38           ,1.12        ,0.3        ,2.55       ,4.75           ,0.26             ,0.3          ,2.29       ,4.36            ,2.81         ,0.6            ,0.35    ,1.3         ,1.25          ,0.17            ,30.11          ,4      ,601      ,2       ,204
dFR6.txt ,0.59         ,3.09           ,1.14           ,2.83           ,0.93        ,0.3        ,3.38       ,3.63           ,0.17             ,0.42         ,2.07       ,4.1             ,3.85         ,0.8            ,0.34    ,0.68        ,0.8           ,0.72            ,29.84          ,4      ,602      ,2       ,204
dFR7.txt ,0.55         ,2.9            ,0.51           ,1.28           ,0.81        ,0.43       ,2.69       ,3.59           ,0.3              ,0.6          ,3.76       ,3.97            ,2.6          ,0.94           ,0.13    ,2.35        ,1.32          ,0.6             ,29.33          ,4      ,603      ,2       ,204
dFR8.txt ,0            ,2.2            ,0.57           ,2.2            ,1.05        ,0.7        ,3.03       ,2.77           ,0.31             ,0.26         ,2.55       ,3.69            ,5.32         ,0.97           ,0.13    ,1.67        ,1.58          ,0.75            ,29.75          ,4      ,604      ,2       ,204
dFR9.txt ,0            ,1.75           ,0.47           ,0.51           ,1.02        ,0.26       ,2.05       ,3.03           ,0.3              ,0.21         ,3.58       ,3.84            ,4.9          ,0.72           ,0.09    ,3.07        ,1.58          ,1.02            ,28.4           ,4      ,605      ,2       ,204
eFR1.txt ,1.21         ,2.42           ,1.29           ,0.58           ,1.09        ,0.25       ,2.38       ,1.29           ,0.13             ,0.33         ,3.13       ,6.81            ,5.6          ,1.21           ,1.67    ,2.21        ,1.88          ,0.92            ,34.4           ,5      ,606      ,2       ,205
eFR10.txt,1.13         ,3.17           ,0.45           ,0.63           ,2.22        ,0.45       ,2.63       ,0.86           ,0.05             ,0.68         ,2.54       ,2.72            ,9.24         ,2.67           ,1.5     ,0.91        ,1.68          ,1.54            ,35.07          ,5      ,607      ,2       ,205
eFR11.txt,0.26         ,2.62           ,1.5            ,0.34           ,0.69        ,0.17       ,2.02       ,1.55           ,0.13             ,0.13         ,2.06       ,4.73            ,7.31         ,1.38           ,0.34    ,1.72        ,0.73          ,0.69            ,28.37          ,5      ,608      ,2       ,205
eFR12.txt,1.77         ,3.33           ,0.8            ,1.22           ,1.1         ,0.13       ,3.46       ,1.27           ,0.25             ,1.94         ,2.91       ,5.23            ,4.9          ,1.01           ,0.25    ,0.97        ,1.18          ,0.63            ,32.35          ,5      ,609      ,2       ,205
eFR13.txt,0            ,1.82           ,0.76           ,0.72           ,0.93        ,0.68       ,1.95       ,1.19           ,0.17             ,0.38         ,2.84       ,2.71            ,8.51         ,2.29           ,0.85    ,2.03        ,1.48          ,1.06            ,30.37          ,5      ,610      ,2       ,205
eFR14.txt,0.72         ,2.06           ,0.93           ,0.17           ,1.18        ,0.51       ,1.98       ,0.88           ,2.31             ,0.51         ,1.43       ,1.64            ,15.66        ,1.3            ,0.76    ,1.98        ,1.35          ,0.72            ,36.09          ,5      ,611      ,2       ,205
eFR15.txt,0.67         ,1.92           ,0.92           ,0.29           ,0.84        ,0.29       ,0.84       ,1.51           ,1.17             ,1.51         ,2.01       ,2.59            ,11.59        ,1.72           ,1.63    ,1.13        ,1.09          ,0.54            ,32.26          ,5      ,612      ,2       ,205
eFR16.txt,0.38         ,2.12           ,0.76           ,2.08           ,1.32        ,0.51       ,2.04       ,1.7            ,0.08             ,0.42         ,2.38       ,4.5             ,4.79         ,1.74           ,0.59    ,3.35        ,1.1           ,1.15            ,31.01          ,5      ,613      ,2       ,205
eFR17.txt,0.38         ,3.09           ,0.89           ,0.72           ,1.48        ,0.04       ,2.71       ,0.8            ,1.4              ,2.2          ,2.66       ,1.44            ,7.66         ,2.62           ,0.97    ,1.23        ,1.06          ,1.02            ,32.37          ,5      ,614      ,2       ,205
eFR18.txt,0            ,2.45           ,0.67           ,2.62           ,1.51        ,0.4        ,2.54       ,2.14           ,0.44             ,0.36         ,2.58       ,2.45            ,3.69         ,0.98           ,0.71    ,3.02        ,2.8           ,0.71            ,30.07          ,5      ,615      ,2       ,205
eFR19.txt,0.6          ,1.54           ,2.06           ,0.47           ,1.24        ,0.21       ,1.88       ,2.14           ,0.39             ,0.6          ,2.53       ,5.14            ,10.28        ,2.66           ,0.73    ,1.5         ,0.64          ,0.81            ,35.42          ,5      ,616      ,2       ,205
eFR2.txt ,0.26         ,3.34           ,0.94           ,1.8            ,1.24        ,0.21       ,2.91       ,2.61           ,0.34             ,1.33         ,2.01       ,2.91            ,9.99         ,0.94           ,0.86    ,1.2         ,0.81          ,1.07            ,34.77          ,5      ,617      ,2       ,205
eFR20.txt,1.41         ,2.51           ,0.48           ,0.48           ,1.63        ,0.13       ,2.55       ,1.36           ,0.79             ,1.72         ,3.25       ,2.15            ,6.77         ,1.41           ,0.44    ,1.36        ,1.76          ,0.62            ,30.82          ,5      ,618      ,2       ,205
eFR21.txt,0.41         ,1.51           ,1.35           ,0.41           ,0.49        ,0.04       ,1.31       ,0.98           ,0.16             ,0.82         ,1.92       ,1.43            ,10.66        ,2.25           ,0.94    ,1.1         ,0.86          ,0.45            ,27.09          ,5      ,619      ,2       ,205
eFR22.txt,0.13         ,1.77           ,0.65           ,0.35           ,0.99        ,0.35       ,1.94       ,1.29           ,0.35             ,0.17         ,3.02       ,4.88            ,4.36         ,0.56           ,0.22    ,3.37        ,1.73          ,0.86            ,26.99          ,5      ,620      ,2       ,205
eFR23.txt,4.18         ,3.57           ,1.41           ,0.53           ,1.01        ,0.13       ,2.6        ,1.81           ,0.22             ,0.26         ,3.52       ,3.3             ,7.13         ,1.28           ,1.19    ,0.79        ,1.32          ,0.88            ,35.13          ,5      ,621      ,2       ,205
eFR24.txt,0.6          ,2.31           ,1.63           ,0.43           ,0.51        ,0.6        ,2.65       ,1.71           ,0.13             ,0.47         ,2.7        ,5.48            ,5.61         ,0.94           ,1.07    ,1.41        ,1.16          ,0.6             ,30.01          ,5      ,622      ,2       ,205
eFR25.txt,0            ,3.85           ,0.49           ,0.72           ,2.24        ,0.22       ,1.7        ,2.24           ,0.85             ,2.29         ,3.36       ,2.02            ,5.42         ,0.99           ,1.03    ,0.99        ,0.99          ,0.76            ,30.16          ,5      ,623      ,2       ,205
eFR26.txt,0.04         ,1.02           ,0.34           ,0.3            ,1.19        ,0.51       ,0.85       ,2.3            ,0.09             ,0.17         ,3.36       ,2.38            ,4.68         ,1.32           ,0.04    ,1.87        ,4.21          ,0.55            ,25.22          ,5      ,624      ,2       ,205
eFR27.txt,0.29         ,1.29           ,0.58           ,0.54           ,0.91        ,0.29       ,2.12       ,1.58           ,0.04             ,0.17         ,1.62       ,5.49            ,9.39         ,1.58           ,0.75    ,1.21        ,1.25          ,0.54            ,29.64          ,5      ,625      ,2       ,205
eFR28.txt,0.04         ,2.4            ,0.63           ,1.47           ,0.97        ,0.59       ,2.82       ,2.31           ,0.38             ,0.71         ,3.07       ,2.86            ,5.05         ,0.59           ,0.84    ,1.47        ,1.14          ,0.42            ,27.76          ,5      ,626      ,2       ,205
eFR29.txt,0            ,2.36           ,0.7            ,0.41           ,0.95        ,0.54       ,2.15       ,1.57           ,0.04             ,0.04         ,2.48       ,2.94            ,6.45         ,1.65           ,0.37    ,2.77        ,1.03          ,0.58            ,27.03          ,5      ,627      ,2       ,205
eFR3.txt ,0.09         ,1.75           ,0.51           ,0.6            ,1.15        ,0.94       ,1.79       ,1.2            ,0.09             ,0.09         ,3.07       ,2.94            ,7.21         ,1.37           ,1.11    ,2.3         ,2.01          ,1.32            ,29.54          ,5      ,628      ,2       ,205
eFR30.txt,0.17         ,3.49           ,0.79           ,1.05           ,1.57        ,0.7        ,3.14       ,1.92           ,0.44             ,0.96         ,3.32       ,4.59            ,5.15         ,1.09           ,0.26    ,1.27        ,1.62          ,0.44            ,31.97          ,5      ,629      ,2       ,205
eFR31.txt,1.77         ,2.53           ,1.08           ,1.08           ,1.21        ,0.4        ,2.85       ,1.04           ,0.2              ,1.41         ,2.09       ,7.67            ,5.22         ,1.12           ,0.84    ,1.57        ,1.17          ,0.92            ,34.17          ,5      ,630      ,2       ,205
eFR32.txt,1.12         ,2.02           ,0.39           ,1.03           ,1.46        ,0.39       ,3.69       ,2.19           ,0.43             ,0.13         ,3.52       ,2.75            ,2.83         ,0.73           ,0.77    ,0.99        ,0.86          ,0.77            ,26.07          ,5      ,631      ,2       ,205
eFR33.txt,0            ,1.58           ,0.62           ,0.66           ,1.04        ,0.58       ,1.37       ,1.91           ,0.33             ,0.17         ,2.36       ,2.9             ,4.56         ,0.54           ,0.79    ,2.03        ,1.58          ,0.58            ,23.6           ,5      ,632      ,2       ,205
eFR34.txt,0.52         ,3.2            ,1              ,0.69           ,1.3         ,0.22       ,2.08       ,2.12           ,0.43             ,0.39         ,2.38       ,3.59            ,7.27         ,1.39           ,1.17    ,1.43        ,1.17          ,0.52            ,30.87          ,5      ,633      ,2       ,205
eFR35.txt,0.04         ,2.85           ,1.07           ,0.43           ,0.81        ,0.55       ,2.51       ,1.87           ,0.09             ,0.13         ,3.15       ,4.86            ,7.71         ,1.45           ,0.26    ,1.49        ,1.45          ,1.24            ,31.96          ,5      ,634      ,2       ,205
eFR36.txt,1.56         ,2.47           ,1.17           ,0.95           ,0.91        ,0.26       ,1.82       ,0.91           ,0.13             ,1.08         ,3.94       ,5.41            ,4.89         ,0.91           ,0.43    ,2.12        ,1.21          ,1.26            ,31.43          ,5      ,635      ,2       ,205
eFR4.txt ,0.96         ,1.84           ,0.74           ,0.66           ,0.7         ,0.13       ,1.71       ,0.79           ,0.09             ,0.44         ,3.02       ,2.32            ,4.34         ,1.93           ,1.01    ,1.75        ,1.58          ,1.18            ,25.19          ,5      ,636      ,2       ,205
eFR5.txt ,0.13         ,2.61           ,2.35           ,1.65           ,0.57        ,0.44       ,1.44       ,2.48           ,0.09             ,0.09         ,1.65       ,3.87            ,11.84        ,1.39           ,0.3     ,3.13        ,1.83          ,0.91            ,36.77          ,5      ,637      ,2       ,205
eFR6.txt ,0.22         ,3.06           ,1.15           ,1.33           ,1.77        ,0.04       ,3.42       ,1.38           ,0.98             ,2.97         ,2.4        ,1.73            ,6.57         ,2.09           ,1.6     ,0.71        ,1.64          ,1.33            ,34.39          ,5      ,638      ,2       ,205
eFR7.txt ,1.35         ,3.06           ,0.7            ,0.96           ,1.49        ,0.52       ,1.35       ,1.57           ,0.22             ,1.31         ,2.93       ,2.49            ,5.5          ,2.36           ,0.79    ,2.1         ,1.14          ,0.87            ,30.71          ,5      ,639      ,2       ,205
eFR8.txt ,0.04         ,2.06           ,0.29           ,0.55           ,0.8         ,0.13       ,2.39       ,0.84           ,0.08             ,0.63         ,2.18       ,2.98            ,6.59         ,1.47           ,0.97    ,1.01        ,0.55          ,0.42            ,23.98          ,5      ,640      ,2       ,205
eFR9.txt ,0.29         ,2.99           ,1.21           ,0.91           ,1.16        ,1          ,3.24       ,1.91           ,0.46             ,0.46         ,2.08       ,5.36            ,3.53         ,0.71           ,0.79    ,1.5         ,2.04          ,1.04            ,30.68          ,5      ,641      ,2       ,205
fFR1.txt ,0.13         ,3.33           ,1.05           ,3.5            ,0.84        ,0.29       ,2.87       ,2.32           ,0.21             ,0.13         ,2.74       ,3.92            ,7.12         ,1.14           ,0.55    ,0.63        ,0.88          ,0.46            ,32.11          ,6      ,642      ,2       ,206
fFR10.txt,0.21         ,3              ,1.28           ,1.84           ,0.81        ,0.47       ,2.36       ,2.7            ,0.21             ,0.43         ,2.66       ,5.91            ,4.54         ,0.81           ,0.17    ,3.13        ,1.63          ,1.37            ,33.53          ,6      ,643      ,2       ,206
