"u1","u2","u3","u4","u5","u6","u7","y"
0.39504068,0.66740593,0.87592620,0.37582400,0.72879246,0.51316996,0.47588103,0.07163678
0.37081646,0.65381902,0.86869657,0.37577980,0.72621787,0.51096819,0.49984205,0.07072937
0.34659287,0.70632255,0.88363119,0.37573587,0.72459873,0.49855562,0.46651011,0.07082426
0.32236866,0.70134152,0.87656617,0.37569166,0.72667786,0.53533011,0.49077488,0.06922935
0.31313027,0.66579915,0.87836907,0.37564746,0.72875567,0.51615417,0.49958691,0.06571506
0.32120988,0.65296993,0.88025254,0.37560353,0.73083479,0.52012895,0.49985594,0.06325650
0.32929013,0.67391562,0.87915484,0.37555933,0.73291260,0.52269690,0.50192313,0.06201898
0.33736975,0.69614527,0.87192406,0.37551540,0.73499173,0.53794814,0.51130099,0.06094623
0.35342849,0.71092326,0.87433739,0.37547119,0.73755055,0.58418228,0.51478797,0.05923824
0.36978615,0.70533194,0.87343844,0.37542699,0.75199534,0.60654899,0.57279430,0.05718903
0.38614382,0.71617111,0.88125585,0.37538306,0.76643882,0.60971629,0.58460558,0.05416695
0.40250211,0.70424110,0.86920763,0.37533886,0.78088230,0.63109713,0.60831841,0.05057500
0.41885977,0.69542590,0.87942917,0.37529493,0.79532709,0.62342457,0.61445923,0.04800337
0.43521743,0.69214305,0.87600331,0.37525072,0.79057875,0.60264463,0.56298252,0.04583970
0.45157509,0.68835015,0.88294058,0.37520652,0.78301925,0.56759464,0.53031881,0.04514536
0.46793275,0.68934075,0.88002540,0.37516259,0.77545975,0.55494421,0.53169694,0.04161291
0.48429041,0.67980618,0.87839516,0.37511839,0.76840492,0.57596670,0.53307506,0.04036459
0.50064807,0.68626428,0.87649289,0.37507446,0.77382484,0.58305870,0.53445146,0.03911343
0.51700573,0.69358620,0.88081079,0.37503025,0.77924345,0.58788320,0.54528382,0.03719634
0.53336339,0.69375573,0.87709142,0.37498605,0.78466205,0.58337480,0.56737031,0.03604802
0.54972105,0.67619166,0.87465929,0.37494212,0.79008065,0.57732657,0.52860570,0.03604802
0.55513078,0.63061057,0.87274743,0.37489791,0.78504581,0.51658764,0.49131814,0.03482357
0.48937642,0.62551603,0.88124626,0.37485399,0.73960339,0.41550788,0.39987225,0.03610313
0.42362270,0.65587099,0.87958993,0.37480978,0.69416228,0.37481965,0.33689321,0.03713100
0.35786834,0.69177009,0.87751730,0.37476558,0.64872118,0.35201164,0.29776931,0.03603211
0.29211462,0.70010326,0.87606010,0.37472165,0.61909562,0.35539333,0.30576037,0.03719406
0.25552357,0.69866158,0.87609770,0.37467744,0.60300540,0.35117757,0.32539955,0.03718327
0.25263681,0.68401036,0.86932120,0.37463352,0.58691387,0.39783109,0.34247515,0.03812761
0.24975006,0.66754598,0.88067842,0.37458931,0.57082365,0.38121215,0.34247515,0.03931286
0.24686330,0.67051926,0.87852062,0.37454511,0.55473343,0.39310674,0.34247515,0.04277429
0.24397654,0.70439293,0.87945756,0.37450118,0.53845658,0.39363880,0.32810374,0.04953237
0.24108978,0.69967135,0.86655757,0.37445697,0.52145954,0.42018059,0.34547440,0.05733934
0.23820302,0.71297375,0.88267546,0.37441305,0.51816343,0.46222713,0.41413952,0.06851626
0.24865488,0.70022856,0.87781082,0.37434011,0.56781404,0.51834499,0.49341137,0.08071308
0.27435015,0.68500981,0.87401587,0.37420003,0.61746596,0.58780652,0.53367040,0.09210251
0.30004605,0.65252623,0.88149258,0.37405969,0.66711789,0.59417242,0.54045864,0.10892784
0.32574195,0.65312029,0.88095505,0.37391961,0.68400585,0.58441231,0.54309166,0.12574293
0.35143721,0.65958576,0.87564343,0.37377954,0.69609422,0.56255575,0.51637785,0.14461090
0.37713311,0.66325925,0.88005379,0.37363919,0.69354722,0.54934197,0.52427865,0.16577948
0.37585668,0.68127440,0.85819112,0.37349912,0.68489296,0.53056664,0.46386841,0.18279914
0.37357029,0.71065202,0.87908846,0.37335904,0.67623870,0.49801261,0.46204595,0.19965342
0.37128327,0.72201892,0.94203564,0.37321869,0.67621373,0.52199271,0.45692223,0.21187924
0.36899689,0.74166739,0.95689467,0.37307862,0.67745174,0.53930645,0.46471889,0.21860835
0.36670987,0.71816263,0.95418975,0.37293855,0.67868976,0.51941849,0.46119720,0.22185498
0.36442285,0.68988323,0.95329809,0.37279847,0.67992777,0.46603759,0.41927365,0.22099476
0.36213647,0.67632138,0.95984783,0.37265812,0.67708376,0.43517206,0.41800140,0.21749640
0.35984945,0.68574392,0.95369558,0.37251805,0.66735314,0.46322082,0.41707629,0.21299915
0.35671084,0.69148706,0.95309934,0.37237798,0.65762252,0.48058777,0.41845441,0.20949283
0.34789602,0.67573173,0.95190879,0.37223763,0.64789190,0.46325055,0.41748417,0.20516831
0.33908183,0.67962339,0.95431099,0.37209755,0.63816128,0.44615589,0.37462162,0.20040842
0.33026765,0.68137022,0.94953153,0.37195748,0.62843065,0.46475283,0.39792482,0.19613404
0.32145283,0.70626064,0.94909606,0.37181713,0.62052551,0.43512198,0.37449145,0.19182034
0.31263865,0.71819654,0.94781841,0.37167706,0.61339314,0.42968249,0.36165264,0.18944413
0.30382446,0.69804392,0.94776278,0.37153698,0.60647499,0.42618187,0.37834291,0.18509350
0.29500964,0.69640029,0.95265006,0.37139691,0.60040321,0.42500978,0.35973645,0.18043601
0.29945585,0.69047287,0.95484239,0.37125656,0.59433143,0.42107726,0.37346045,0.17832518
0.30727534,0.66144757,0.95535191,0.37111649,0.58825965,0.41848896,0.38330174,0.17610127
0.31509420,0.66898913,0.95320370,0.37097641,0.58218787,0.39963538,0.33838242,0.17592287
0.32291370,0.67731198,0.95357510,0.37083606,0.55956194,0.38997074,0.34588575,0.17375180
0.33073256,0.68436414,0.95069599,0.37069599,0.56296844,0.41252367,0.34503527,0.17172448
0.32820386,0.65982162,0.95420702,0.37055592,0.58012320,0.42292068,0.39204261,0.17261087
0.31961164,0.63717185,0.86024494,0.37041557,0.59727664,0.45560302,0.41357716,0.17598593
0.31102005,0.57861267,0.86416650,0.37027549,0.61443007,0.45437773,0.40394415,0.18035192
0.30242783,0.63957466,0.84360679,0.37013542,0.58701901,0.40854889,0.35190161,0.18154173
0.29383624,0.67466595,0.85806834,0.36999535,0.55307880,0.38563448,0.33158724,0.18840834
0.27361558,0.65589605,0.85486924,0.36985500,0.51913860,0.36103782,0.31009609,0.19725906
0.23965181,0.67249310,0.85230667,0.36971492,0.46903720,0.32018528,0.25960350,0.19962728
0.20568804,0.66010612,0.85276823,0.36957485,0.39199918,0.31163013,0.24906794,0.20163074
0.17962644,0.69975537,0.78080158,0.36943450,0.31496116,0.29695789,0.22150886,0.20637458
0.20750188,0.68495674,0.74713700,0.36929443,0.35031943,0.39504718,0.30910154,0.21309858
0.23537732,0.68835015,0.75831428,0.36915435,0.41434649,0.48602882,0.41921985,0.22184418
0.26325276,0.66561194,0.75057245,0.36901401,0.48881649,0.52596905,0.44464405,0.23309214
0.26593664,0.65767088,0.75127266,0.36887393,0.50731176,0.45907547,0.40039643,0.24414006
0.26210289,0.66291136,0.74416504,0.36873386,0.50244908,0.37666463,0.34337770,0.26231883
0.25826850,0.67005934,0.75454734,0.36859379,0.45840633,0.34211383,0.27523848,0.28778026
0.22552520,0.69174651,0.74921922,0.36845344,0.40236063,0.29523497,0.26054597,0.31141351
0.23289187,0.70462437,0.75108350,0.36831336,0.33574715,0.28906155,0.23247834,0.33706855
0.24025854,0.70782615,0.75690426,0.36817329,0.29107356,0.31765488,0.23775653,0.36265313
0.24762585,0.72170346,0.75309013,0.36803294,0.33119594,0.39420841,0.31126940,0.37837447
0.26298310,0.70889340,0.75167053,0.36789287,0.42190599,0.51261287,0.43070135,0.40082489
0.29748937,0.72204840,0.82603171,0.36775279,0.52949479,0.55816159,0.48306326,0.42079515
0.33199563,0.71451862,0.83325289,0.36761244,0.62071608,0.62723659,0.58896734,0.43884779
0.36432237,0.65509266,0.82030571,0.36747237,0.66354053,0.56521760,0.52415716,0.45633903
0.38248051,0.65737164,0.82305054,0.36733230,0.68589835,0.49806738,0.46099760,0.46870118
0.40063866,0.67579954,0.82126184,0.36719222,0.70825618,0.51072563,0.46099760,0.48681180
0.41879617,0.69235974,0.83620567,0.36705187,0.72995819,0.53596858,0.48397102,0.50362688
0.43695432,0.67467037,0.82180090,0.36691180,0.73545040,0.57007965,0.53302820,0.51584471
0.43620322,0.67978849,0.82767845,0.36677173,0.74094391,0.59480619,0.53042642,0.52138570
0.41335274,0.67702895,0.82583296,0.36663138,0.72793558,0.52805815,0.49709101,0.51590266
0.39050162,0.65957839,0.82503798,0.36649130,0.70773968,0.48831980,0.41689578,0.48553731
0.40230050,0.70628422,0.82339124,0.36635123,0.70074925,0.48450620,0.41689578,0.47337762
0.45550933,0.70478947,0.82686429,0.36621088,0.71031559,0.49664491,0.45781089,0.46114366
0.42661630,0.69375573,0.82563422,0.36607081,0.74576454,0.58073330,0.51408676,0.44875250
0.45405736,0.69025913,0.81872497,0.36593073,0.74860724,0.58485674,0.56415757,0.42531854
0.48149842,0.68014523,0.83177612,0.36579066,0.75144862,0.59995305,0.56549751,0.41087964
0.50893947,0.65671713,0.82824629,0.36565031,0.74805526,0.56474813,0.54897560,0.38485980
0.53638053,0.65497031,0.83233091,0.36551024,0.72056402,0.53362440,0.50502826,0.36483727
0.53035834,0.65296993,0.82659955,0.36537016,0.69307278,0.46423799,0.41428011,0.34605282
0.48155375,0.66330053,0.82841626,0.36522981,0.66596399,0.40515938,0.37895908,0.32347115
0.43274916,0.69094459,0.83078239,0.36508974,0.64922716,0.40103751,0.34247515,0.30473071
0.39328089,0.72203218,0.82925881,0.36494967,0.66687344,0.46877142,0.41744772,0.28100750
0.41754391,0.71709832,0.82976028,0.47915836,0.68451972,0.50608892,0.43248563,0.26339669
0.44180756,0.71052083,0.82733774,0.48063783,0.70529651,0.54845938,0.49476346,0.24757308
0.46554588,0.66655685,0.82943876,0.48211758,0.73817481,0.59812059,0.55117644,0.22957787
0.48804466,0.64774125,0.82911685,0.48359705,0.75879653,0.58318702,0.56092401,0.21501564
0.51054344,0.62179832,0.82621933,0.48507652,0.75190466,0.55781888,0.53106862,0.19839204
0.45618093,0.65526955,0.82558664,0.48655600,0.71648199,0.48966402,0.43474895,0.18610034
0.38055855,0.65122311,0.82854901,0.48803547,0.66203047,0.38866876,0.36137493,0.17241144
0.30493681,0.68799636,0.82883293,0.48951494,0.61679570,0.36900928,0.30814866,0.16255386
0.31574546,0.71220427,0.83497560,0.49099442,0.61237592,0.39523966,0.30319677,0.15230763
0.34929901,0.72673756,0.82535951,0.49247389,0.64254952,0.49525374,0.41072544,0.14143301
0.38285257,0.71968245,0.83072599,0.49395336,0.69312141,0.52851353,0.46614909,0.13463287
0.33121337,0.56523950,0.82140341,0.49543283,0.69061384,0.53264322,0.47849322,0.12559860
0.20184793,0.64735651,0.83062163,0.49691231,0.62846877,0.49014287,0.41181198,0.11107275
0.21395782,0.67600297,0.82805675,0.49839178,0.65415293,0.40426741,0.37867964,0.10550561
0.22606706,0.66103629,0.82872896,0.49987125,0.65547242,0.50785566,0.40499424,0.10778975
0.21527559,0.72426694,0.82229316,0.50135100,0.64909180,0.49551821,0.42424290,0.10667268
0.20701917,0.67510966,0.82181970,0.50283048,0.64459184,0.49859944,0.42325530,0.10778179
0.23218719,0.64649268,0.83470089,0.50430995,0.61867901,0.41965635,0.37366353,0.10430956
0.19637651,0.65580023,0.79679630,0.50578942,0.59276748,0.42899394,0.34935537,0.10428911
0.16056583,0.66011939,0.81987983,0.50726890,0.55428527,0.38131543,0.33830258,0.10434366
0.12475514,0.69992342,0.83095275,0.50874837,0.49460308,0.38010109,0.28639194,0.10778975
0.10126168,0.69361569,0.82803795,0.51022784,0.43492089,0.40249597,0.28642666,0.11103355
0.08507192,0.67585408,0.77858699,0.51170731,0.37767530,0.38651394,0.32804993,0.11568080
0.06888216,0.66601290,0.76548827,0.51318679,0.38066125,0.41869552,0.35467696,0.12242809
0.07352107,0.68410470,0.74919083,0.51466626,0.38364720,0.44672864,0.35722146,0.13006971
0.09021898,0.68948964,0.74827269,0.51614573,0.38663183,0.43147740,0.35016593,0.14024776
0.10691690,0.67924749,0.75069561,0.51762521,0.38961778,0.43129744,0.34386369,0.15478097
0.12361418,0.67865343,0.75317531,0.51910468,0.40953769,0.40517034,0.35231470,0.17254780
0.14031209,0.66168932,0.75423503,0.52058443,0.45773607,0.45054692,0.39330445,0.19620222
0.20151531,0.68663281,0.67854210,0.52206390,0.53662585,0.55547940,0.46652573,0.21962780
0.27423440,0.67004755,0.67043808,0.52354338,0.64773419,0.67605433,0.61611854,0.24104627
0.34091730,0.65694857,0.72847343,0.52502285,0.72472095,0.70827661,0.66635772,0.26228474
0.40603885,0.66501050,0.72658996,0.40273798,0.74416380,0.71173028,0.65730442,0.28357093
0.47115977,0.67983567,0.71785440,0.38561366,0.76360532,0.69180790,0.66563741,0.30474182
0.52642792,0.69658160,0.72241632,0.36848935,0.78304685,0.73310173,0.68692549,0.32238022
0.57592193,0.70580366,0.73774037,0.35136504,0.80248969,0.71906796,0.69255256,0.34052486
0.62541657,0.70048063,0.77942917,0.33424073,0.81414042,0.73298437,0.69540775,0.34377948
0.67017945,0.70621641,0.77578539,0.31711614,0.81884802,0.74982082,0.69321906,0.34361925
0.70909186,0.67985925,0.77177251,0.29999182,0.82113611,0.73813592,0.69664875,0.33810948
0.74800554,0.67940375,0.77520834,0.29354983,0.82342288,0.68628859,0.67176609,0.32584222
0.78205389,0.66334328,0.78145460,0.29344153,0.81096522,0.64843591,0.62086562,0.30905040
0.78205389,0.66393734,0.78161536,0.29333323,0.78588823,0.60297639,0.59065963,0.28896711
0.78205389,0.69967135,0.77618288,0.29322493,0.77842073,0.59558237,0.57000680,0.26778145
0.78205389,0.70955381,0.77426181,0.29311662,0.78601966,0.62636652,0.57272140,0.24879753
0.78205389,0.70517864,0.79583097,0.29300832,0.79361727,0.67699013,0.61834021,0.22870455
0.81292611,0.69976569,0.82341004,0.29290002,0.80121620,0.69376242,0.65373587,0.20618879
0.78115969,0.70904966,0.82518915,0.29279172,0.80881512,0.72897204,0.69470827,0.18375087
0.77973507,0.67959539,0.89041729,0.29268342,0.81449263,0.71251741,0.67959920,0.16494027
0.77831045,0.66347152,0.90828589,0.29257512,0.77269854,0.63738322,0.59812651,0.15236559
0.73643688,0.68882187,0.90295738,0.29246682,0.73090576,0.57389011,0.50794767,0.13101631
0.68391683,0.69863504,0.90334566,0.29235851,0.71447121,0.53404535,0.49533624,0.11561773
0.63139806,0.69325600,0.89942755,0.29225021,0.70862022,0.52049043,0.46249375,0.10193907
0.57887928,0.67254765,0.89849982,0.29214191,0.70276923,0.51621520,0.45246501,0.08839675
0.52635987,0.68669914,0.96242192,0.29203361,0.69691824,0.48480979,0.45040302,0.07610277
0.47384110,0.65414480,0.95319411,0.29192531,0.65135623,0.36416131,0.32559221,0.06157976
0.36505821,0.64745380,0.94826348,0.29181701,0.58922298,0.22094424,0.20599885,0.05048694
0.24146947,0.66445623,0.92241363,0.29170871,0.52649833,0.18146096,0.14953206,0.03915036
0.23477504,0.66746343,0.79256588,0.29160041,0.46352923,0.17885545,0.13389708,0.03128827
0.23281046,0.63441379,0.75209641,0.29149210,0.40865846,0.21477395,0.15659280,0.02562396
0.23084589,0.63848234,0.64334167,0.29138380,0.35912088,0.23894966,0.20562394,0.02017442
0.22888132,0.64489916,0.63068801,0.29127550,0.35783424,0.29709247,0.26344803,0.01902043
0.22691675,0.64690101,0.52864378,0.29116720,0.35654892,0.33456489,0.29247376,0.02131898
0.22495281,0.64754962,0.49761967,0.29105890,0.40993853,0.40598094,0.35765885,0.03249454
0.23066909,0.64203201,0.50193527,0.29095060,0.46920542,0.43834875,0.41965203,0.04942395
0.23840654,0.67911630,0.49698583,0.29084230,0.47580290,0.43364787,0.41965203,0.07193053
0.24614463,0.69535514,0.50118748,0.29073400,0.48239906,0.40995884,0.37220382,0.10544471
0.25388208,0.69866453,0.50188807,0.29062569,0.48899523,0.43836909,0.38687724,0.14370633
0.26162017,0.65677168,0.49975867,0.29051739,0.49559270,0.43836909,0.40862701,0.17919804
0.26935762,0.65721538,0.49901242,0.29040909,0.50218886,0.43091404,0.40862701,0.21491667
0.27709571,0.66517560,0.50271451,0.29030079,0.50878634,0.43091404,0.40331063,0.25311954
0.28483317,0.66768012,0.50810901,0.29019249,0.50003614,0.40457256,0.36078480,0.28887684
0.29257126,0.67172214,0.50030195,0.29008419,0.48903728,0.42159836,0.37288074,0.31807956
0.30030871,0.69277544,0.50167053,0.28997589,0.49555722,0.40671956,0.38175352,0.35040632
0.30804680,0.66950065,0.49999540,0.28986759,0.51690176,0.43525030,0.40862701,0.38295581
0.31578425,0.68831330,0.49789745,0.28975928,0.53824762,0.46036336,0.42573558,0.41093191
0.32460416,0.66686199,0.49664475,0.28965098,0.55959217,0.44906342,0.41442938,0.43326188
0.33648636,0.67733409,0.50326969,0.28954268,0.58093671,0.47525938,0.44192424,0.45417819
0.34836856,0.68937466,0.50410381,0.28943438,0.60228125,0.45224481,0.41404753,0.47106944
0.36025076,0.69151065,0.50035951,0.28932608,0.62362580,0.49770433,0.45484115,0.48440430
0.37213296,0.69702973,0.50716939,0.31894040,0.64578649,0.52973726,0.49202283,0.49092603
0.38401516,0.69659634,0.52870593,0.36617800,0.67109477,0.54584761,0.51273987,0.49444034
0.39589736,0.69207376,0.57439072,0.36753094,0.66589828,0.53368543,0.47891326,0.50130354
0.39837899,0.66363220,0.59597293,0.36716515,0.64814029,0.48178176,0.44680323,0.49644664
0.38987326,0.65845364,0.60243712,0.36679908,0.63038230,0.43711719,0.40189779,0.49342551
0.38136817,0.65565577,0.60809673,0.36643328,0.61472972,0.39566374,0.36176893,0.48676969
0.37286307,0.68939972,0.60533311,0.36606722,0.60087765,0.41681142,0.36176893,0.47094611
0.36435798,0.69585781,0.60022253,0.36570115,0.59265709,0.45622428,0.37478998,0.45984535
0.35585289,0.67581723,0.60189767,0.36533535,0.60619769,0.47507003,0.43356522,0.44204956
0.34734779,0.67012125,0.60543708,0.36496928,0.61973960,0.48881899,0.43459968,0.42613902
0.33884270,0.66103629,0.59864178,0.36460349,0.63328019,0.44387744,0.43563415,0.41865476
0.33033761,0.66985591,0.60414985,0.36423742,0.62931382,0.45328075,0.43161605,0.40954723
0.32183252,0.67469396,0.63312052,0.36387135,0.62278206,0.44350656,0.41534755,0.40182800
0.32742287,0.68143655,0.62533111,0.36350556,0.61625161,0.44799305,0.40181968,0.39286891
0.33358370,0.67320805,0.62989303,0.36313949,0.60971984,0.44524514,0.42558805,0.38374501
0.33974454,0.67098361,0.62534071,0.36277370,0.60318808,0.44582570,0.40035824,0.37704206
0.34590601,0.66639027,0.62775403,0.36240763,0.59665631,0.42258266,0.39826849,0.36844585
0.35206684,0.67584966,0.62468769,0.36204183,0.59012455,0.42719747,0.39266746,0.36159345
0.35822767,0.68127440,0.63056485,0.36167576,0.59260583,0.41743893,0.39358563,0.35697802
0.36438851,0.70180586,0.62964671,0.36130969,0.59884715,0.45576577,0.39450380,0.35261944
0.37054934,0.70916317,0.62385511,0.36094390,0.61087506,0.53331299,0.45858154,0.34911742
0.37671018,0.68614340,0.62442257,0.36057783,0.64526473,0.52786098,0.48167646,0.34585737
0.38075380,0.68060221,0.63157776,0.36021204,0.67965441,0.53388417,0.50869748,0.34157038
0.36997632,0.66779363,0.70126345,0.35984597,0.67147327,0.53559927,0.50456830,0.33918049
0.35919819,0.68622742,0.71798677,0.35947990,0.65705477,0.50510774,0.47183864,0.33560262
0.34842071,0.70462437,0.79979627,0.35911411,0.64003275,0.46585137,0.41658162,0.33134116
0.33764322,0.71594704,0.79334167,0.35874804,0.61294893,0.38838552,0.34790261,0.32795590
0.32686574,0.70272276,0.79499800,0.35838224,0.59647889,0.42594401,0.37830820,0.32232046
0.31608826,0.69316461,0.80545588,0.35801617,0.58908762,0.44793046,0.37830820,0.31668181
0.30531077,0.71359583,0.87862460,0.35765038,0.58169634,0.45139195,0.37830820,0.30899415
0.29453265,0.72235207,0.87838825,0.35728431,0.56150044,0.40357886,0.37830820,0.29997692
0.28375516,0.69770488,0.81529911,0.40445312,0.51970635,0.37127208,0.33184933,0.29319955
0.27297768,0.63286449,0.75367678,0.46413127,0.50739982,0.38348904,0.33215481,0.28457266
0.26220019,0.64964433,0.81356643,0.50085315,0.50739982,0.42089104,0.38188717,0.27875891
0.25142271,0.65609801,0.81940676,0.51044444,0.46589749,0.37220475,0.31870157,0.27557024
0.24064522,0.68923462,0.81459890,0.52003574,0.45769927,0.37832653,0.31989051,0.27311789
0.23876905,0.71162936,0.81030518,0.52962731,0.45539541,0.43476363,0.36060603,0.27667932
0.24210864,0.69694866,0.80889171,0.54032455,0.47708297,0.46019436,0.37637466,0.28342662
0.24544822,0.73169058,0.93789998,0.55241976,0.49744972,0.46870100,0.40983331,0.29209953
0.24878780,0.72957080,0.93555265,0.56451525,0.48612624,0.45325259,0.36887653,0.30793333
0.25212739,0.68825433,0.93148299,0.57661046,0.49793073,0.43836909,0.36904663,0.32472231
0.25042484,0.65235965,0.92765965,0.58870594,0.50973653,0.43524091,0.37655517,0.34368232
0.24739562,0.63551642,0.92604130,0.60080115,0.52154102,0.42138867,0.36611680,0.36051274
0.24436640,0.64587060,0.93560022,0.61289664,0.53334551,0.44796175,0.38389535,0.37516964
0.24133718,0.62295844,0.92305054,0.62499185,0.54515000,0.44085567,0.39443611,0.37385982
0.23830860,0.63339812,0.93087716,0.63708734,0.55695449,0.44085567,0.37470493,0.37722438
0.23527938,0.67296335,0.92839017,0.64055270,0.56875898,0.44268188,0.37287032,0.38721723
0.23225016,0.68772660,0.93066883,0.64178518,0.58056347,0.44127975,0.37103398,0.39083154
0.22922094,0.68366099,0.94031331,0.64301794,0.57891278,0.44459259,0.37288247,0.39176448
0.22619172,0.66075326,0.94201684,0.64425042,0.57529074,0.39921756,0.35970174,0.38970083
0.22316250,0.65225057,0.94075799,0.64548290,0.57166870,0.43727055,0.35556736,0.38182567
0.22396575,0.65179507,0.92719578,0.64671538,0.56804666,0.43339906,0.38029555,0.37394256
0.25229211,0.64754962,0.93218320,0.64794786,0.55912693,0.44336103,0.38382071,0.36592820
0.28061910,0.65126438,0.93181410,0.64918061,0.55394357,0.43786990,0.38554250,0.35698885
0.30894609,0.58619846,0.69457212,0.65041309,0.59529871,0.46924871,0.41301480,0.35028303
0.33727244,0.60763503,0.70204883,0.59773059,0.68207392,0.58804438,0.52714946,0.34031237
0.36234634,0.65721538,0.70460412,0.52410643,0.71149577,0.60668357,0.55594955,0.33442760
0.36575907,0.63617683,0.71049126,0.52138702,0.71465257,0.56332097,0.52926178,0.32902294
0.36917115,0.64028223,0.71204362,0.51866733,0.71396129,0.50930942,0.49407440,0.32349502
0.37258387,0.67145238,0.69989104,0.51594792,0.71326868,0.49801261,0.45282082,0.31567781
0.37599596,0.67647763,0.70452854,0.51322851,0.71257739,0.50795268,0.46036581,0.30665377
0.37940868,0.68507614,0.70782240,0.51050909,0.71195970,0.48990971,0.45091678,0.29785816
0.38282077,0.65677905,0.69132775,0.50778940,0.71318194,0.51055662,0.45591033,0.28655794
0.38623285,0.66833758,0.69418231,0.50506999,0.71440287,0.47908392,0.45423019,0.27665830
0.38964558,0.67919885,0.69611220,0.50235058,0.71562511,0.54085724,0.47577515,0.26762406
0.39305766,0.65331193,0.70066721,0.49963117,0.71684604,0.53528786,0.49864964,0.25662042
0.39647038,0.66784080,0.69729815,0.49691148,0.71806828,0.52141058,0.49175900,0.24641908
0.39988247,0.66342140,0.69107030,0.49419207,0.71928921,0.52857769,0.46587832,0.23617083
0.40329455,0.66524194,0.70064841,0.49147265,0.72051145,0.50621254,0.46245730,0.22396603
0.40670728,0.67020086,0.69455332,0.48875324,0.72173238,0.49969485,0.46670277,0.21849809
0.41011936,0.65653139,0.71078477,0.48603355,0.72233430,0.49372486,0.46875955,0.21049513
0.41353208,0.69093722,0.69756288,0.48331414,0.72188877,0.51097132,0.46438564,0.20035458
0.41694417,0.65666112,0.69787520,0.48059473,0.72144193,0.53340375,0.47983317,0.19159985
0.42035689,0.66558835,0.69460128,0.47787532,0.72099640,0.47883511,0.45348732,0.18486303
0.42376898,0.67131971,0.70112149,0.47515563,0.72055088,0.49876532,0.46150268,0.17711847
0.42718106,0.67543396,0.69298217,0.47266166,0.72010535,0.48018090,0.44496515,0.16914693
0.43059379,0.68258784,0.69760432,0.47042242,0.71965982,0.49072344,0.46651011,0.16258284
0.43400587,0.66002210,0.69885971,0.46818318,0.71921298,0.49609252,0.46651011,0.15576963
0.43741859,0.66460364,0.69779961,0.46594394,0.71915647,0.50584010,0.46651011,0.15236798
0.42324111,0.70467154,0.82480126,0.46370470,0.67933111,0.45272679,0.41164362,0.14965887
0.39900162,0.68925820,0.81380354,0.46146546,0.66236429,0.40854889,0.37305431,0.14525352
0.37476150,0.67053106,0.80880653,0.45922622,0.65858454,0.39544309,0.37128739,0.14066015
0.35052202,0.66260032,0.80328427,0.45698698,0.65480479,0.45672034,0.38575078,0.13764599
0.34361771,0.67997718,0.81204323,0.45474774,0.65121955,0.46885279,0.42268252,0.13467037
0.35630444,0.68267776,0.80954473,0.45250850,0.65243522,0.46073580,0.41440161,0.13112996
0.36899117,0.66781869,0.81245031,0.45026926,0.65559990,0.45221195,0.38044482,0.12795958
0.38167789,0.67610026,0.81116960,0.44803002,0.66208830,0.42660595,0.38708205,0.12527303
0.33023394,0.66495153,0.81245031,0.44579078,0.66147192,0.42954791,0.39059680,0.12232184
0.31904624,0.67419865,0.81207162,0.44355154,0.66085554,0.43857722,0.39546016,0.11890278
0.30989880,0.68484765,0.81557344,0.44131230,0.66024048,0.43261349,0.39996945,0.11686223
0.31369503,0.66196793,0.81047246,0.43907306,0.65962410,0.42486738,0.40311450,0.11523478
0.31749188,0.67997718,0.80069561,0.43683382,0.65900772,0.42752296,0.40741377,0.11499499
0.32128811,0.68198198,0.79528193,0.43459458,0.65870545,0.46894356,0.41689578,0.11682116
0.32508497,0.65260435,0.81143472,0.43235534,0.66615324,0.46164656,0.41689578,0.11968031
0.32888119,0.65660363,0.80933639,0.43011638,0.67359971,0.46142435,0.41467237,0.12514860
0.33267805,0.64549912,0.75787919,0.42787714,0.68104619,0.46213323,0.41303737,0.13118515
0.33647428,0.66287598,0.75719778,0.42563790,0.68493502,0.46284212,0.43354439,0.13812385
0.34027114,0.67437555,0.74983425,0.42339866,0.68282304,0.50514530,0.44708267,0.14727910
0.34406799,0.66365431,0.75426342,0.42115942,0.68071106,0.50004225,0.45122226,0.15583781
0.34786422,0.69802034,0.76263947,0.41892018,0.68430287,0.46487802,0.45498000,0.16189646
0.35166108,0.67073154,0.76157975,0.41668094,0.70993709,0.52923337,0.49933871,0.16777323
0.35545730,0.64931413,0.73292178,0.41444170,0.71306235,0.48944181,0.45348732,0.17235178
0.35925416,0.63193138,0.68990623,0.41220246,0.70679343,0.49664491,0.45987288,0.17584437
0.36032835,0.65156658,0.69632399,0.40448434,0.69969917,0.45644962,0.44259942,0.17841971
0.35513422,0.65996313,0.69071080,0.39659354,0.67223422,0.45126520,0.41841276,0.17986554
0.34994009,0.68139380,0.69988183,0.38870274,0.64476927,0.42813326,0.39795433,0.18176785
0.32481340,0.69259560,0.69763885,0.38081194,0.63525287,0.43157285,0.37862062,0.18339572
0.29905899,0.68964737,0.68738893,0.37292114,0.63322500,0.44652990,0.40117228,0.18381905
0.35707081,0.68422263,0.68847703,0.36503034,0.63119713,0.46819085,0.43191806,0.18457078
0.35126358,0.67238254,0.68842984,0.35955532,0.62917057,0.46626449,0.42268426,0.18487227
0.34545636,0.66183821,0.68833507,0.35964318,0.62714270,0.44967685,0.39888813,0.18769979
